keyword	count	label	order	related
partitioned earliest deadline first	5	noise		
global partitioned scheduling algorithm	5	keyword	996	algorithm
arbitrary deadline sporadic task	5	keyword	832	task
fixed priority scheduling deferred	5	noise		
randomly generated task system	5	keyword	684	system
deadline zero laxity edzl	5	noise	1891	deadline
model based schedulability analysis	5	keyword	1165	model
bound end end delay	5	noise		
real time system fixed	5	noise		
cyclo static dataflow graph	5	noise		
worst case energy consumption	5	noise		
technique dynamic voltage frequency	5	noise		
application real time constraint	5	noise		
develop fully polynomial time	5	noise		
multi dimensional sensitivity analysis	5	noise		
improved average case performance	5	noise		
deadline first edf rate	5	noise		
first edf rate monotonic	5	noise		
soft real time workload	5	keyword	405	time
real time calculus rtc	5	noise		
related preemption delay crpd	5	noise		
task non preemptive region	5	noise		
multiprocessor system chip mpsoc	5	noise		
distributed discrete event simulation	5	keyword	1655	distributed
wireless real time system	5	noise		
time triggered distributed object	5	noise		
duplex switched ethernet afdx	5	noise		
ad hoc network environment	5	keyword	1507	network
electronic control unit ecus	5	noise		
guaranteed control accuracy system	5	noise		
integer release time deadline	5	noise		
search motion estimation algorithm	5	noise		
high level trigger system	5	noise		
compact muon solenoid cm	5	not-relevant		
muon solenoid cm experiment	5	not-relevant		
real time data analysis	5	noise		
control data access communication	5	noise		
optimal priority assignment policy	5	keyword	2011	priority
problem scheduling periodic real	5	noise		
time science medium llc	5	noise		
meeting end end deadline	5	relevant	1892	deadline
mixed criticality sporadic task	5	noise		
high performance low energy	5	noise		
global fixed priority preemptive	5	noise		
measurement based probabilistic timing	5	noise		
based probabilistic timing analysis	5	noise		
real time hardware implementation	5	noise		
application wireless sensor network	5	noise		
unified device architecture cuda	5	noise		
experimental result proposed approach	5	noise		
sporadic task system scheduled	5	noise		
polynomial time sufficient schedulability	5	noise		
compositional real time system	5	noise		
real time data object	5	noise		
priority scheduling algorithm called	5	noise		
platform processor time faster	5	noise		
state art real time	5	noise		
time cyber physical system	5	noise		
processor system chip mpsoc	5	noise		
multithreaded application real time	5	noise		
application real time executor	5	noise		
real time executor marte	5	noise		
dynamic range hdr image	5	noise		
property like self configuration	5	noise		
like self configuration self	5	noise		
configuration self optimization self	5	noise		
self optimization self healing	5	noise		
advanced driver assistance system	5	keyword	685	system
collision hadron collider lhc	5	not-relevant		
local image processing algorithm	5	relevant	997	algorithm
experiment heavy ion detector	5	not-relevant		
heavy ion detector designed	5	not-relevant		
ion detector designed study	5	noise		
detector designed study physic	5	noise		
gluon plasma cern hadron	5	not-relevant		
plasma cern hadron collider	5	not-relevant		
intelligent platform management controller	5	noise		
platform management controller ipmc	5	noise		
laser hamburg flash european	5	noise		
hamburg flash european ray	5	noise		
flash european ray free	5	noise		
gate array fpga device	5	noise		
electromagnetic part air shower	5	noise		
low level rf llrf	5	noise		
real time stream processing	5	keyword	406	time
real time performance mode	5	noise		
data acquisition system high	5	noise		
energy physic hep experiment	5	not-relevant		
frame per second fps	5	noise		
existing real time memory	5	noise		
basic shape feature object	5	noise		
standard high efficiency video	5	noise		
real time video application	5	keyword	407	time
based admission control policy	5	noise		
execution overhead real time	5	noise		
real time system consists	4	noise		
np complete strong sense	4	noise		
aperiodic task real time	4	noise		
periodic task scheduled fixed	4	noise		
satisfy hard real time	4	noise		
real time system publisher	4	noise		
real time system stringent	4	noise		
meet requirement real time	4	noise		
important aspect real time	4	noise		
problem real time data	4	noise		
real time data access	4	keyword	408	time
real time database application	4	keyword	409	time
optimistic concurrency control algorithm	4	keyword	998	algorithm
concurrently executing real time	4	noise		
priority based preemptive scheduling	4	keyword	1261	scheduling
experimental result real time	4	noise		
many hard real time	4	noise		
static priority pre emptive	4	keyword	2012	priority
basic priority inheritance protocol	4	noise		
priority inversion problem real	4	noise		
inversion problem real time	4	noise		
wide range system workload	4	noise		
model real time task	4	noise		
execution real time task	4	noise		
driven hard real time	4	noise		
set hard real time	4	noise		
timed token medium access	4	keyword	2890	token
token medium access control	4	keyword	1448	control
evaluation hard real time	4	noise		
applied real time system	4	noise		
level real time language	4	noise		
first come first served	4	relevant	3470	
used real time operating	4	noise		
real time system provides	4	noise		
real time system time	4	noise		
environment real time system	4	noise		
evaluation real time system	4	noise		
real time system supported	4	noise		
environment real time task	4	noise		
real time task run	4	noise		
technique real time application	4	noise		
hard real time message	4	noise		
context fixed priority preemptive	4	noise		
many embedded real time	4	noise		
real time kernel hardware	4	noise		
real time search algorithm	4	relevant	410	time
hard real time job	4	keyword	411	time
concurrent real time programming	4	relevant	412	time
control algorithm real time	4	noise		
characteristic real time system	4	noise		
specification language real time	4	noise		
non real time mode	4	noise		
scheduling problem np hard	4	noise		
real time system designed	4	noise		
compute worst case execution	4	noise		
case execution time bound	4	noise		
time operating system support	4	noise		
multimedia soft real time	4	noise		
applicable real time application	4	noise		
phase real time system	4	noise		
subsystem distributed real time	4	noise		
protocol priority based variation	4	noise		
task meet timing constraint	4	noise		
heterogeneous multi processor system	4	keyword	686	system
model specifying real time	4	noise		
programming language real time	4	noise		
simulation real time system	4	noise		
time scheduling algorithm multiprocessor	4	noise		
ada real time system	4	noise		
requirement real time processing	4	noise		
application real time application	4	noise		
derive necessary sufficient condition	4	noise		
real time transaction processing	4	keyword	413	time
required real time system	4	noise		
real time system process	4	noise		
real time application multiple	4	noise		
execution real time application	4	noise		
hard real time distributed	4	noise		
node destination node release	4	noise		
ring algorithm exist unless	4	noise		
fixed tree algorithm exist	4	noise		
three parameter origin node	4	noise		
node release time fixed	4	noise		
real time system therefore	4	noise		
real time system control	4	noise		
non real time system	4	keyword	414	time
important role real time	4	noise		
