keyword	count	label 
processor identical multiprocessor platform	4	
rtsj imposes strict assignment	4	
strict assignment rule memory	4	
assignment rule memory area	4	
rule memory area preventing	4	
memory area preventing creation	4	
area preventing creation dangling	4	
preventing creation dangling pointer	4	
flash analog digital converter	4	
system chip soc architecture	4	
hw sw co design	4	
multiprocessor priority ceiling protocol	4	
priority ceiling protocol mpcp	4	
real time processing requirement	4	
based tmo time triggered	4	
acquisition tdaq system atlas	4	
time embedded system software	4	
constraint real time data	4	
result proposed algorithm reduce	4	
signal processing dsp application	4	
small animal pet scanner	4	
multi mode real time	4	
central trigger processor ctp	4	
finite impulse response fir	4	
policy real time system	4	
exact worst case response	4	
front end electronics detector	4	
non preemptive real time	4	
high speed optical link	4	
virtex ii pro fpga	4	
technique reduce energy consumption	4	
interlock system prevent damage	4	
component rf station implementation	4	
rf station implementation interlock	4	
guarantee maximum uninterrupted time	4	
maximum uninterrupted time operation	4	
higher level control system	4	
meet end end deadline	4	
central processing unit cpu	4	
liquid argon time projection	4	
argon time projection chamber	4	
alice high level trigger	4	
real time system highly	4	
joint european torus jet	4	
atlas experiment hadron collider	4	
advanced telecom computing architecture	4	
real time delay guarantee	4	
time system research community	4	
many real world application	4	
tolerant real time multicast	4	
timely handling network event	4	
input data dependency code	4	
time embedded system become	4	
real time constraint system	4	
real time image analysis	4	
architecture description language adls	4	
cluster become increasingly important	4	
efficient scheduling periodic real	4	
polynomial time algorithm approximation	4	
time algorithm approximation bound	4	
use cluster tree topology	4	
impact worst case execution	4	
set periodic real time	4	
ordinary energy management scheme	4	
multicore architecture multiple processing	4	
architecture multiple processing unit	4	
multiple processing unit single	4	
processing unit single chip	4	
real time task multicore	4	
explicit deadline periodic edp	4	
deadline periodic edp resource	4	
based well established control	4	
well established control theory	4	
multi input multi output	4	
efficient real time task	4	
platform science medium llc	4	
fixed priority fp earliest	4	
priority fp earliest deadline	4	
fp earliest deadline first	4	
time worst case execution	4	
scheduling sporadic real time	4	
sufficient schedulability test presented	4	
system real time guarantee	4	
real time guarantee must	4	
time guarantee must met	4	
guarantee must met without	4	
must met without exceeding	4	
met without exceeding safe	4	
without exceeding safe temperature	4	
